01-Aug-2018,7745.084746,5254.81,3
02-Aug-2018,5901.016949,4275.23,3.4
03-Aug-2018,7284.067797,4585.18,3.1
04-Aug-2018,4978.983051,5230.06,3.6
05-Aug-2018,6823.050847,4336.82,3.2
06-Aug-2018,6362.033898,4549.87,3.3
07-Aug-2018,4056.949153,7560.96,3.8
08-Aug-2018,3134.915254,8157.81,4
09-Aug-2018,829.8305085,4219.38,4.5
10-Aug-2018,1290.847458,6017.95,4.4
11-Aug-2018,1751.864407,4748.34,4.3
12-Aug-2018,2212.881356,7470.78,4.2
13-Aug-2018,4978.983051,6438.44,3.6
14-Aug-2018,2766.101695,6930.92,4.08
15-Aug-2018,4425.762712,4257.1,3.72
16-Aug-2018,1659.661017,6149.48,4.32
17-Aug-2018,3872.542373,6130.04,3.84
18-Aug-2018,3319.322034,6843.5,3.96
19-Aug-2018,2766.101695,7716.1,4.08
20-Aug-2018,4425.762712,4436.97,3.72
21-Aug-2018,1659.661017,7333.15,4.32
22-Aug-2018,3872.542373,7582.74,3.84
23-Aug-2018,3319.322034,6010.86,3.96
24-Aug-2018,8160,4498.25,2.91
25-Aug-2018,6371.254237,6435.64,3.298
26-Aug-2018,7712.813559,6062.84,3.007
27-Aug-2018,5476.881356,6372.2,3.492
28-Aug-2018,7265.627119,4429.01,3.104
29-Aug-2018,6818.440678,4917,3.201
30-Aug-2018,3595.932203,5824.67,3.9
31-Aug-2018,1198.644068,5041.56,4.42
01-Sep-2018,2996.610169,6854,4.03
02-Sep-2018,0,4503.73,4.68
03-Sep-2018,2397.288136,3672.18,4.16
04-Sep-2018,1797.966102,6483.04,4.29
05-Sep-2018,6371.254237,6123.51,3.298
06-Sep-2018,7712.813559,6419.36,3.007
07-Sep-2018,5476.881356,6632.31,3.492
08-Sep-2018,7265.627119,6524.74,3.104
09-Sep-2018,6818.440678,6407.9,3.201
10-Sep-2018,7745.084746,4112.04,3
11-Sep-2018,5901.016949,7822.73,3.4
12-Sep-2018,7284.067797,7818.25,3.1
13-Sep-2018,4978.983051,5897.52,3.6
14-Sep-2018,6823.050847,4731.16,3.2
15-Sep-2018,6362.033898,3681.4,3.3
16-Sep-2018,4056.949153,6813.35,3.8
17-Sep-2018,3134.915254,5013.29,4
18-Sep-2018,829.8305085,7263.87,4.5
19-Sep-2018,1290.847458,5208.36,4.4
20-Sep-2018,1751.864407,7162.59,4.3
21-Sep-2018,2212.881356,5191.36,4.2
22-Sep-2018,4978.983051,5680.2,3.6
23-Sep-2018,2766.101695,4590.24,4.08
24-Sep-2018,4425.762712,4104.81,3.72
25-Sep-2018,1659.661017,4363.03,4.32
26-Sep-2018,3872.542373,6965.46,3.84
27-Sep-2018,3319.322034,5500.23,3.96
28-Sep-2018,2766.101695,6134.82,4.08
29-Sep-2018,4425.762712,6771.1,3.72
30-Sep-2018,1659.661017,3662.48,4.32
01-Oct-2018,3872.542373,6670.81,3.84
02-Oct-2018,3319.322034,6256.79,3.96
03-Oct-2018,8160,7572.35,2.91
04-Oct-2018,6371.254237,3819.36,3.298
05-Oct-2018,7712.813559,3674.23,3.007
06-Oct-2018,5476.881356,6573.57,3.492
07-Oct-2018,7265.627119,7997.31,3.104
08-Oct-2018,6818.440678,8111.37,3.201
09-Oct-2018,3595.932203,3115.31,3.9
10-Oct-2018,1198.644068,4497.65,4.42
11-Oct-2018,2996.610169,4298.28,4.03
12-Oct-2018,0,3290.49,4.68
13-Oct-2018,2397.288136,7164.9,4.16
14-Oct-2018,1797.966102,7094.4,4.29
15-Oct-2018,6371.254237,5395.12,3.298
16-Oct-2018,7712.813559,4653.76,3.007
17-Oct-2018,5476.881356,7153.64,3.492
18-Oct-2018,7265.627119,7849.35,3.104
19-Oct-2018,6818.440678,6082.23,3.201
20-Oct-2018,7745.084746,8060.16,3
21-Oct-2018,5901.016949,3401.6,3.4
22-Oct-2018,7284.067797,7855.33,3.1
23-Oct-2018,4978.983051,6889.7,3.6
24-Oct-2018,6823.050847,3586.37,3.2
25-Oct-2018,6362.033898,8005.58,3.3
26-Oct-2018,4056.949153,5009.42,3.8
27-Oct-2018,3134.915254,4220.53,4
28-Oct-2018,829.8305085,8067.3,4.5
29-Oct-2018,1290.847458,5462.29,4.4
30-Oct-2018,1751.864407,3642.69,4.3
31-Oct-2018,2212.881356,6109.4,4.2
01-Nov-2018,4978.983051,7296.95,3.6
02-Nov-2018,2766.101695,7133.6,4.08
03-Nov-2018,4425.762712,6962.74,3.72
04-Nov-2018,1659.661017,4657.44,4.32
05-Nov-2018,3872.542373,2920.95,3.84
06-Nov-2018,3319.322034,7646.51,3.96
07-Nov-2018,2766.101695,6976.96,4.08
08-Nov-2018,4425.762712,4394.95,3.72
09-Nov-2018,1659.661017,5959.75,4.32
10-Nov-2018,3872.542373,3346.78,3.84
11-Nov-2018,3319.322034,4171.6,3.96
12-Nov-2018,8160,4688.68,2.91
13-Nov-2018,6371.254237,8054.19,3.298
14-Nov-2018,7712.813559,7158.48,3.007
15-Nov-2018,5476.881356,6065.65,3.492
16-Nov-2018,7265.627119,7960.23,3.104
17-Nov-2018,6818.440678,4613.06,3.201
18-Nov-2018,3595.932203,7913.34,3.9
19-Nov-2018,1198.644068,4137.26,4.42
20-Nov-2018,2996.610169,3138.79,4.03
21-Nov-2018,0,4838.02,4.68
22-Nov-2018,2397.288136,7849.94,4.16
23-Nov-2018,1797.966102,7695.96,4.29
24-Nov-2018,6371.254237,7608.09,3.298
25-Nov-2018,7712.813559,7027.7,3.007
26-Nov-2018,5476.881356,3128.07,3.492
27-Nov-2018,7265.627119,2550.82,3.104
28-Nov-2018,6818.440678,2857.66,3.201
29-Nov-2018,7745.084746,7544.27,3
30-Nov-2018,5901.016949,7622.57,3.4
01-Dec-2018,7284.067797,4291.11,3.1
02-Dec-2018,4978.983051,5198.75,3.6
03-Dec-2018,6823.050847,7618.95,3.2
04-Dec-2018,6362.033898,6751.47,3.3
05-Dec-2018,4056.949153,2471.53,3.8
06-Dec-2018,3134.915254,5541.98,4
07-Dec-2018,829.8305085,3753.19,4.5
08-Dec-2018,1290.847458,6743.52,4.4
09-Dec-2018,1751.864407,6787.58,4.3
10-Dec-2018,2212.881356,4903.68,4.2
11-Dec-2018,4978.983051,4097.44,3.6
12-Dec-2018,2766.101695,5119.15,4.08
13-Dec-2018,4425.762712,5354.81,3.72
14-Dec-2018,1659.661017,7837.32,4.32
15-Dec-2018,3872.542373,2945.56,3.84
16-Dec-2018,3319.322034,5684.62,3.96
17-Dec-2018,2766.101695,4027.53,4.08
18-Dec-2018,4425.762712,6304.76,3.72
19-Dec-2018,1659.661017,6793.63,4.32
20-Dec-2018,3872.542373,6435.19,3.84
21-Dec-2018,3319.322034,2393.76,3.96
22-Dec-2018,8160,7185.52,2.91
23-Dec-2018,6371.254237,4949.97,3.298
24-Dec-2018,7712.813559,2064.05,3.007
25-Dec-2018,5476.881356,4672.4,3.492
26-Dec-2018,7265.627119,3570.72,3.104
27-Dec-2018,6818.440678,2762.58,3.201
28-Dec-2018,3595.932203,6754.56,3.9
29-Dec-2018,1198.644068,7354.63,4.42
30-Dec-2018,2996.610169,7153.69,4.03
31-Dec-2018,0,2502.47,4.68
01-Jan-2019,2397.288136,7679.36,4.16
02-Jan-2019,1797.966102,7889.3,4.29
03-Jan-2019,6371.254237,7976.69,3.298
04-Jan-2019,7712.813559,6539.6,3.007
05-Jan-2019,5476.881356,7489.21,3.492
06-Jan-2019,7265.627119,2304.27,3.104
07-Jan-2019,6818.440678,5028.99,3.201
08-Jan-2019,7745.084746,2291.49,3
09-Jan-2019,5901.016949,2096.63,3.4
10-Jan-2019,7284.067797,5720.19,3.1
11-Jan-2019,4978.983051,2604.84,3.6
12-Jan-2019,6823.050847,2998.38,3.2
13-Jan-2019,6362.033898,3001.45,3.3
14-Jan-2019,4056.949153,7813.77,3.8
15-Jan-2019,3134.915254,175.69,4
16-Jan-2019,829.8305085,752.89,4.5
17-Jan-2019,1290.847458,5023.04,4.4
18-Jan-2019,1751.864407,5034.19,4.3
19-Jan-2019,2212.881356,5986.76,4.2
20-Jan-2019,4978.983051,6151.09,3.6
21-Jan-2019,2766.101695,4710.67,4.08
22-Jan-2019,4425.762712,1826.13,3.72
23-Jan-2019,1659.661017,2426.35,4.32
24-Jan-2019,3872.542373,5663.89,3.84
25-Jan-2019,3319.322034,4342.69,3.96
26-Jan-2019,2766.101695,1187.19,4.08
27-Jan-2019,4425.762712,3324.53,3.72
28-Jan-2019,1659.661017,3936.24,4.32
29-Jan-2019,3872.542373,3647.78,3.84
30-Jan-2019,3319.322034,3821.97,3.96
31-Jan-2019,8160,7242.1,2.91
01-Feb-2019,6371.254237,715.49,3.298
02-Feb-2019,7712.813559,7917.52,3.007
03-Feb-2019,5476.881356,1698.75,3.492
04-Feb-2019,7265.627119,5368.5,3.104
05-Feb-2019,6818.440678,3671.92,3.201
06-Feb-2019,3595.932203,4457.57,3.9
07-Feb-2019,1198.644068,4188.81,4.42
08-Feb-2019,2996.610169,2533.62,4.03
09-Feb-2019,0,7887.77,4.68
10-Feb-2019,2397.288136,2981.27,4.16
11-Feb-2019,1797.966102,6233.3,4.29
12-Feb-2019,6371.254237,7844.92,3.298
13-Feb-2019,7712.813559,4502.18,3.007
14-Feb-2019,5476.881356,2574.65,3.492
15-Feb-2019,7265.627119,3080.69,3.104
16-Feb-2019,6818.440678,5510.53,3.201
17-Feb-2019,7745.084746,596.6,3
18-Feb-2019,5901.016949,5704.15,3.4
19-Feb-2019,7284.067797,6551.62,3.1
20-Feb-2019,4978.983051,5201.59,3.6
21-Feb-2019,6823.050847,4306.46,3.2
22-Feb-2019,6362.033898,7375.07,3.3
23-Feb-2019,4056.949153,6608.82,3.8
24-Feb-2019,3134.915254,1176.56,4
25-Feb-2019,829.8305085,5409.61,4.5
26-Feb-2019,1290.847458,1510.95,4.4
27-Feb-2019,1751.864407,2487.78,4.3
28-Feb-2019,2212.881356,5773.88,4.2
